1,68
2,53
4,24
6,41
7,46
8,14
9,26
10,60
11,28
13,39
14,200
15,206
16,5
18,45
19,138
20,44
21,131
22,57
23,17
24,6
25,170
26,358
27,5
31,46
32,106
33,20
36,20
37,81
38,156
39,69
41,102
42,139
43,148
46,16
47,41
48,45
52,58
53,8
54,6
56,48
57,5
59,752
62,164
63,2
64,18
65,17
66,4
67,168
68,240
69,72
71,55
73,24
74,10
75,66
76,47
77,70
79,20
81,47
82,12
84,28
85,53
86,9
87,22
90,36
95,41
96,25
97,242
100,59
101,140
102,73
103,25
104,14
106,164
107,25
108,14
111,24
112,37
114,187
115,51
116,18
117,147
119,148
120,162
123,227
124,55
125,79
126,93
127,23
129,12
130,80
131,285
133,27
134,26
136,417
139,12
141,121
142,284
143,23
144,12
145,33
147,22
148,83
149,4
150,54
151,125
153,193
154,11
155,7
156,154
157,77
159,1
160,15
163,55
164,54
165,61
166,8
167,42
168,31
169,51
170,49
173,20
175,159
176,52
178,33
179,5
181,30
182,2
183,95
185,3
186,3
188,90
189,12
191,33
195,35
196,7
197,5
198,179
199,11
200,149
201,33
202,50
203,13
204,28
206,5
207,55
208,21
209,188
210,3
212,152
213,10
214,45
217,5
218,300
219,3
221,214
223,30
224,43
226,3
227,22
228,36
229,25
231,36
232,70
233,39
234,10
237,71
238,60
239,16
241,13
242,1
243,19
244,6
245,14
246,58
247,1
249,6
250,229
251,104
253,9
254,250
255,40
256,227
257,9
259,6
263,104
264,27
265,118
266,97
267,38
268,25
270,4
271,138
276,41
277,23
282,55
284,38
285,18
286,32
287,37
289,88
290,47
293,42
294,37
295,112
296,22
297,119
298,6
299,2
300,80
301,278
302,5
304,44
306,3
307,50
308,34
309,73
310,30
311,34
312,71
313,28
314,5
317,52
318,12
320,17
321,64
323,95
328,27
330,161
331,2
335,14
336,85
337,14
338,6
339,49
340,36
341,133
343,13
344,36
345,19
346,35
347,25
348,30
350,2
351,116
352,34
353,10
357,48
358,3
359,66
360,47
361,43
362,23
363,3
368,44
370,213
372,28
373,289
375,113
376,5
377,5
379,2
380,164
381,73
382,68
383,37
384,6
386,38
387,101
389,157
390,29
391,52
392,302
393,5
395,50
396,33
398,8
399,91
400,3
402,12
403,9
404,14
405,93
407,66
409,3
411,80
412,166
413,133
414,128
415,20
416,169
417,135
418,28
419,23
422,8
424,149
425,123
426,69
427,5
428,56
429,37
431,107
432,133
433,44
435,3
438,201
440,39
441,106
442,46
443,89
444,3
445,6
447,11
448,26
449,134
450,23
452,45
453,43
454,39
455,70
456,30
457,5
458,27
460,94
461,18
463,21
465,16
466,7
467,22
468,41
469,3
470,33
471,14
474,77
475,11
476,69
479,37
481,148
482,10
483,59
484,84
485,8
486,56
487,174
490,69
491,278
493,94
495,51
496,28
497,205
499,111
500,1
501,23
502,25
504,73
506,56
507,45
508,73
510,65
511,41
512,134
513,2
515,111
516,109
518,10
521,190
522,75
523,211
524,14
526,143
528,22
529,4
530,72
532,74
533,22
534,97
536,47
537,5
538,12
539,34
540,92
541,18
543,27
544,35
545,142
546,29
547,36
548,41
550,24
552,42
555,59
556,118
558,237
559,7
561,30
562,140
563,25
565,164
566,81
569,83
571,90
572,48
573,78
574,72
576,87
578,137
581,17
582,40
584,6
586,68
587,24
588,113
590,27
591,118
592,21
593,115
594,49
596,73
597,7
600,11
602,3
604,37
606,82
607,47
608,20
610,19
612,16
613,2
616,29
617,36
618,276
619,2
620,3
623,21
624,168
625,86
627,123
628,56
629,18
630,310
631,109
632,37
633,76
635,130
636,33
637,90
638,27
639,12
640,77
642,36
643,33
644,68
645,14
646,67
647,37
648,4
649,239
651,67
652,66
653,17
654,7
655,48
656,92
657,26
660,50
661,5
662,100
663,43
664,94
665,23
666,21
667,6
668,63
670,4
671,57
672,12
674,73
676,26
677,60
678,72
679,51
680,23
682,10
683,5
684,22
686,139
687,56
688,34
689,220
690,12
691,4
692,13
693,52
698,177
703,198
704,24
705,196
706,23
708,55
709,64
710,38
712,57
713,150
715,114
716,1
718,57
721,216
722,7
723,48
725,229
727,172
728,51
729,366
734,43
735,74
736,23
737,107
738,26
739,2
740,51
742,40
743,19
744,6
745,61
746,2
748,9
749,20
751,50
752,54
753,66
755,40
757,76
758,101
760,84
761,8
762,33
763,13
764,76
765,138
766,98
769,46
770,11
772,7
773,10
774,25
776,31
777,16
778,59
780,41
781,5
782,5
783,22
787,23
790,37
791,25
792,22
793,11
794,190
795,8
796,30
797,43
800,2
802,72
804,85
805,32
806,43
807,38
808,14
810,146
811,4
812,356
813,95
814,21
819,5
822,1
823,5
826,43
827,6
828,9
829,75
830,36
833,29
835,36
836,26
838,44
839,65
841,2
842,137
843,14
844,19
845,11
848,218
850,77
851,8
852,150
853,51
854,38
855,7
856,255
857,7
858,8
859,123
860,77
862,27
863,105
864,10
865,210
866,7
867,47
868,67
869,3
871,17
873,11
874,16
875,53
877,19
878,20
880,56
882,53
884,39
885,600
887,12
891,17
892,89
893,16
894,6
895,74
896,16
898,7
899,21
900,114
901,10
902,85
903,1
904,12
906,90
907,15
908,27
910,29
912,24
913,73
914,126
915,111
916,49
917,16
918,57
919,128
920,11
921,52
922,5
924,3
925,8
926,17
927,161
929,9
930,3
933,48
937,12
938,26
939,110
940,43
941,25
943,7
946,56
947,18
948,20
949,97
950,15
951,32
952,142
954,8
957,6
958,29
959,3
960,51
961,72
962,29
963,22
964,87
965,22
966,50
967,21
968,127
969,13
970,13
973,7
975,10
976,91
977,70
978,19
979,65
980,24
982,88
984,64
985,57
986,133
989,139
990,97
991,59
992,33
993,110
994,30
996,110
997,97
998,9
1000,21
1002,164
1003,23
1004,30
1005,48
1007,7
1008,98
1009,166
1012,78
1013,52
1014,9
1015,13
1018,66
1019,27
1020,130
1021,21
1022,87
1023,2
1025,150
1028,31
1030,50
1031,61
1032,13
1033,26
1034,105
1036,143
1037,12
1040,14
1043,51
1044,28
1045,6
1047,2
1048,18
1049,15
1051,64
1052,94
1053,42
1055,57
1056,60
1057,67
1058,81
1060,29
1063,128
1064,26
1065,10
1066,6
1067,16
1068,14
1069,103
1073,71
1077,5
1078,40
1079,165
1080,68
1081,18
1082,16
1083,17
1086,54
1088,30
1090,61
1092,163
1093,43
1094,49
1095,96
1096,78
1097,109
1098,27
1099,34
1100,136
1101,37
1102,10
1103,89
1104,121
1106,83
1107,42
1108,43
1110,7
1111,33
1114,33
1115,97
1116,195
1117,11
1118,97
1119,15
1120,26
1121,11
1122,20
1123,16
1124,94
1125,16
1127,55
1129,120
1130,35
1131,65
1134,52
1135,205
1136,119
1137,10
1138,58
1139,10
1140,584
1141,39
1143,14
1144,375
1145,55
1146,45
1147,18
1148,47
1150,8
1151,29
1153,9
1154,27
1155,14
1156,99
1157,23
1158,3
1159,44
1165,152
1166,181
1167,55
1169,21
1170,35
1171,65
1172,62
1176,130
1177,40
1179,97
1180,12
1181,24
1182,45
1185,102
1187,230
1190,30
1192,39
1194,41
1196,160
1197,59
1198,32
1199,59
1200,30
1201,12
1202,120
1207,110
1208,41
1211,41
1213,6
1214,25
1215,33
1216,26
1217,11
1218,130
1219,10
1220,282
1221,13
1222,26
1223,45
1224,8
1226,19
1229,15
1230,6
1231,187
1232,117
1233,22
1234,167
1235,115
1237,3
1238,71
1239,66
1240,58
1241,33
1242,2
1243,125
1245,19
1246,72
1250,19
1251,610
1253,1
1254,10
1255,77
1256,17
1257,8
1258,272
1259,82
1261,28
1265,45
1266,170
1268,11
1270,122
1271,67
1273,292
1274,46
1276,58
1277,1
1280,68
1281,2
1283,96
1285,8
1288,84
1289,8
1290,66
1292,44
1293,89
1294,47
1295,16
1297,60
1299,10
1301,87
1302,24
1303,43
1304,63
1307,111
1308,105
1309,45
1310,5
1311,162
1312,97
1314,169
1315,55
1316,27
1317,136
1318,233
1319,2
1320,63
1323,58
1325,277
1327,82
1328,50
1329,217
1331,1
1333,24
1335,44
1336,15
1337,9
1338,16
1339,50
1340,69
1341,99
1343,9
1345,134
1347,6
1348,38
1349,86
1352,28
1353,84
1354,21
1357,48
1359,3
1362,35
1363,25
1365,23
1368,166
1369,55
1370,44
1371,5
1372,1
1373,3
1374,22
1375,9
1376,18
1377,65
1379,49
1381,131
1383,82
1384,104
1385,68
1387,172
1389,209
1390,70
1391,24
1392,59
1395,28
1397,87
1399,19
1401,54
1405,139
1406,74
1407,10
1409,269
1410,20
1411,66
1413,156
1415,212
1416,1
1417,52
1418,48
1419,2
1420,15
1421,176
1422,33
1423,25
1424,42
1426,202
1427,73
1428,221
1429,81
1431,7
1433,90
1434,39
1436,29
1437,18
1438,49
1439,54
1442,92
1443,65
1445,52
1446,80
1447,16
1448,115
1450,22
1453,103
1456,40
1457,2
1459,222
1460,24
1461,26
1463,84
1464,159
1465,12
1466,21
1467,114
1468,122
1469,31
1470,8
1471,8
1473,55
1474,17
1475,56
1476,6
1477,19
1480,26
1482,25
1483,3
1489,44
1490,110
1491,80
1492,10
1495,112
1496,10
1497,25
1498,53
1499,89
1500,44
1501,95
1505,36
1506,629
1507,64
1508,24
1509,56
1510,149
1511,50
1512,4
1513,3
1514,65
1515,3
1516,4
1517,80
1518,101
1520,161
1521,114
1523,101
1524,79
1527,19
1528,338
1529,151
1530,12
1531,25
1532,35
1533,181
1534,87
1537,11
1538,502
1540,212
1544,36
1546,128
1547,29
1548,320
1549,43
1550,28
1551,1
1552,26
1555,20
1556,16
1558,6
1559,68
1560,13
1561,10
1562,22
1564,71
1565,118
1566,6
1568,2
1569,36
1570,38
1571,17
1572,280
1573,31
1574,27
1576,109
1577,9
1578,152
1579,22
1581,21
1582,17
1584,6
1585,178
1588,52
1589,11
1591,20
1592,27
1593,85
1595,23
1596,6
1597,34
1598,28
1599,38
1600,302
1601,24
1602,15
1604,154
1605,19
1606,66
1607,85
1609,36
1610,29
1611,67
1612,44
1614,5
1618,21
1620,125
1621,11
1624,42
1625,69
1626,50
1628,46
1629,35
1630,2
1633,24
1636,12
1640,3
1641,42
1642,42
1643,19
1644,4
1645,166
1646,119
1647,10
1649,9
1651,45
1652,61
1653,154
1654,7
1656,20
1657,26
1658,10
1659,33
1660,16
1663,47
1665,59
1666,82
1668,8
1669,62
1670,41
1671,28
1673,94
1674,41
1675,74
1681,6
1682,3
1683,50
1684,9
1690,100
1691,73
1694,43
1697,13
1698,53
1700,54
1701,60
1702,38
1703,5
1704,17
1705,8
1707,9
1709,15
1710,7
1711,71
1712,37
1715,13
1718,53
1719,8
1720,24
1721,59
1722,15
1724,30
1725,6
1727,11
1729,178
1730,208
1731,22
1732,18
1733,40
1734,15
1735,11
1736,25
1737,10
1738,14
1739,21
1740,5
1741,47
1744,447
1745,10
1748,25
1749,7
1750,186
1751,336
1752,59
1753,40
1756,2
1757,11
1759,34
1760,118
1761,41
1762,145
1764,14
1765,82
1766,15
1767,96
1768,78
1769,48
1770,50
1772,19
1773,42
1774,12
1775,221
1776,235
1777,12
1778,11
1779,12
1781,81
1782,19
1783,140
1784,46
1785,141
1786,84
1787,30
1790,13
1792,181
1793,115
1794,82
1795,37
1796,3
1798,140
1799,17
1800,131
1801,69
1802,119
1803,6
1805,63
1807,48
1808,50
1810,32
1811,46
1813,59
1815,1
1817,54
1819,22
1820,63
1821,251
1823,130
1825,17
1827,44
1829,10
1830,102
1831,163
1832,3
1833,68
1836,11
1837,267
1838,195
1839,34
1842,219
1845,38
1846,7
1847,43
1848,31
1850,135
1852,41
1854,14
1857,17
1860,17
1861,6
1863,42
1864,328
1866,208
1867,32
1868,20
1869,2
1871,16
1875,51
1877,4
1878,77
1879,58
1880,44
1881,189
1883,132
1885,61
1887,14
1888,37
1889,8
1891,27
1894,25
1895,21
1896,45
1897,5
1898,12
1899,8
1900,30
1901,49
1905,21
1907,179
1908,35
1909,72
1910,10
1911,33
1912,89
1913,93
1914,54
1915,12
1917,26
1918,11
1919,1
1922,23
1923,293
1924,19
1925,9
1926,11
1927,145
1929,7
1930,49
1931,16
1937,8
1938,27
1939,12
1940,35
